username,followers,created_at,tweet_text
depkpandey,1969,2020-03-24 12:45:16,"Dr.#UsamaRiaz of #Pakistan infected with #COVID2019 while serving others made his last video&amp;he died.

Listen what… https://t.co/MKqkbWEQ7I"
SinghShavya,39,2020-03-24 12:45:08,@myogiadityanath @narendramodi @MoHFW_INDIA you need to see this. #corona #COVID2019 #HealthCareWorkers https://t.co/mlfC5vDCNf
Naolizza1,1211,2020-03-24 12:45:07,"#COVID2019 #COVID19france #COVID19fr #COVID19italia #COVID19US  #CoronaOutbreak
#JoeBiden #Bernie #Coronavid19… https://t.co/LJVQOxBzZl"
AntiDraseis,572,2020-03-24 12:45:07,"Golden boys proved to be the most useless group in a pandemic stricken society. Health workers, cleaning crews, sup… https://t.co/5XPfN4WAhb"
VeliUotila,429,2020-03-24 12:45:03,"Tokyo Olympic Games 2021. 

#Japan #OlympicGames #Olympics2021 #COVID2019 https://t.co/I248aDfbvG"
monk_consulting,882,2020-03-24 12:45:00,#COVID2019 has disrupted both demand &amp; supply side of the global #smartphone market - Despite tentative signs of re… https://t.co/cOEnhrIok2
D_S_Tarkington,170,2020-03-24 12:44:57,"'“There is only a limited supply of these machines, so the PM is making an urgent appeal for you to lend us your ma… https://t.co/UBZnrS12po"
YOLO4Health,46,2020-03-24 12:44:47,"You heard about Social Distancing?
Here are some guidelines to follow to make sure you protect yourself and those n… https://t.co/86ykzTH4Rx"
eCareEyeCentres,379,2020-03-24 12:44:46,"An important reminder from the Macular Society regarding anti-VEGF injections.⬇️  

During lockdown patients should… https://t.co/7FSbDAbAQF"
right2unite,64,2020-03-24 12:44:46,"The Democraps are using the nations pandemic to push through a green deal, Art gallery and wasteful spending. The P… https://t.co/dK06sQXM6i"
GVMC_OFFICIAL,6919,2020-03-24 12:44:45,Stay Safe from #COVID2019 https://t.co/aws3UBL2Rd
MarkStruczewski,2137,2020-03-24 12:44:38,"Join me tomorrow at 4 pm ET for a free, live webinar: How to be Productive During Covid19. I'm going to be sharing… https://t.co/eiPZSnbN25"
jendifrancesco,91,2020-03-24 12:44:36,@AmandaMarcotte you want to talk about effing sacrifice! My grandparents &amp; parents came to #canada after #WWII with… https://t.co/o0vUu7cNtK
_love_hafiza,393,2020-03-24 12:44:32,"Don't know about Corona virus..
But my bestfriend is definitely a patient of MORONa virus..🥴

#QuarantineLife… https://t.co/Y65itP7VJj"
Himalayabohara1,117,2020-03-24 12:44:31,"Quarantine day infinitely####
#COVID2019 &amp; #Hantavirus 😭😭😭😭 https://t.co/vgX0VB0s8W"
BronxTies,5926,2020-03-24 12:44:29,"Remember the time when Christians/Evangelicals would have blamed the #COVID2019 on the ""homosexuals""?

But now they… https://t.co/W7ZBalTTJs"
Jason_kobi,212,2020-03-24 12:44:27,"While brick and mortar businesses are looking at cutting employees, online businesses are hiring to cater for the r… https://t.co/kZLlhyGWem"
writenaregiven,1251,2020-03-24 12:44:25,"Cautious dawn: Italy’s new daily coronavirus infections and deaths continue to decline
#CoronavirusPandemic… https://t.co/1SHfKjCt9F"
thefirstindia,3680,2020-03-24 12:44:23,#CoronaVirusUpdates | COVID-19 cases in India rise to 519; active cases stand at 470: Health ministry.… https://t.co/Dy2ZoLOtww
PresidentPhiwo,2175,2020-03-24 12:44:23,"He is big mad! I don’t blame him. People asking can we still go for walks, can we still... nah fam.. Stay TF home… https://t.co/Y1bTDKqVnG"
xxixicv,135,2020-03-24 12:44:20,The @DOHgovph is prepared for the #COVID2019 yet they have to implement guidelines underscoring the available resou… https://t.co/Q6aE75PMep
delire41448075,0,2020-03-24 12:44:14,WASH hand style in COVID-19 Time #Covid_19fr #Trump #COVID2019 #PEITOAWARDS #Covid19Out #Corona https://t.co/4cE0Yj0iNR
Digvijay_Bisht,208,2020-03-24 12:44:12,"Please understand that no religion is safe, no religion has ever been able to best nature. Even Gods have come and… https://t.co/GH0e1jaBuf"
Prem_Pandey_,248,2020-03-24 12:44:10,"I don't know about manufacturing of goods but CHINA CERTAINLY is becoming LAND OF VIRUS.. 
AFTER #COVID2019 its… https://t.co/LrBE1cSzb9"
Stupido_Bot1,1266,2020-03-24 12:44:08,"#DelhiRains isn't nature or god's miracle. US-UK has weather weapons which it is using on us, perhaps to worsen the… https://t.co/6w49h1JMo3"
melanie_korach,25866,2020-03-24 12:44:03,"In my efforts to do my part to help spread a little hope &amp; positivity during the #COVID2019 crisis, I’m doing a dra… https://t.co/I6VTzNukZ9"
johnjquinn3,502,2020-03-24 12:44:03,Cabinet meeting looks a little different this morning #COVID2019 #remoteworkforce https://t.co/Rr3EcBJplR
contefranz,464,2020-03-24 12:43:58,I wonder if the overall mortality in Germany has increased. Just to confirm that Germany is not testing all the sus… https://t.co/tH3HzlBfGg
the_sukalyan,196,2020-03-24 12:43:57,"With only 20 new cases today, till now, COVID-19 cases in India rise to 519; active cases stand at 470: Health mini… https://t.co/hZjLJYt9ce"
sinestezk,60,2020-03-24 12:43:54,current mood #Hantavirus #çin #COVID2019 #hantavirüs https://t.co/tFlj0Z0sjo
alexandraaamar,62,2020-03-24 12:43:49,Newsflash: getting a stay-at-home order is not a travesty! It is what could save thousands of lives! We’ve been doi… https://t.co/sJT4upvQSr
quad_jonas,30,2020-03-24 12:43:48,"@peterjukes 2 U-turns = 1 full circle
multiple U-turns = running in circles (@BorisJohnson  )

#StayHome #COVID2019 #flatternthecurve"
amanofficial121,19,2020-03-24 12:43:47,Pune based Mylab becomes first Indian company to get #COVID2019 test kits validated. It takes four hours for test results to come out
Jasoncology,534,2020-03-24 12:43:44,"UCSF Takes Steps to Stop COVID-19 Spread, Ensure Patient Safety https://t.co/UJBKf0O6s5 #COVID19 #coronavirus #COVID2019"
uroobajamal,2486,2020-03-24 12:43:42,"Related? Possible ""legislation that gives Trudeau and his cabinet sweeping powers to issue orders, such as curfews,… https://t.co/6H4kIZhcXT"
comp2sch,486,2020-03-24 12:43:37,What lessons have we learnt from the past? #Spanishflu lasted from Jan1918 to Dec1920; infected 500 million people—… https://t.co/MLyQcZjOBS
KhurramZiaKhan,3850,2020-03-24 12:43:35,"Maria B’s husband arrested for sending corona positive cook back home https://t.co/OCw4xm8BiN
#COVID19Pakistan 
#COVID2019"
dileepkalani,202,2020-03-24 12:43:30,@EngrSrd @SindhuSorath @AbdullahDayo @Sangrisaeed @beenasarwar @MissAbro05 @SanaBikak @BarkatNoonari @Cheese_Pakora… https://t.co/Z8ZC8yh12m
NationalHerald,3569,2020-03-24 12:43:30,"#Japan Says #Olympics Will Be #Postponed Οne Year
https://t.co/KTKzMgWXUi #COVID2019 https://t.co/8TsWUSg9QG"
USAGStewartHAAF,1568,2020-03-24 12:43:30,A Department of the Army Civilian employed on #FortStewart tested positive for COVID-19. The patient is in isolatio… https://t.co/cvmDuOlHJv
SaffronSwords,55,2020-03-24 12:43:29,"@vijayrupanibjp 
@vnehra 
Dear CM Rupani ji, daily essential services providers are facing issues due to travel res… https://t.co/DMA28aYFDO"
ONGSEONGWU_PH,2854,2020-03-24 12:43:28,"#COVID2019 Reminders ✨

MOST IMPORTANTLY! Keep yourself sane and stream #Gravity tomorrow!

Keep safe and healthy,… https://t.co/iOoGj2Zsou"
ONGSEONGWU_PH,2854,2020-03-24 12:43:27,"#COVID2019 Reminders ✨

Do #SelfIsolation and #Quarantine if you’ve been outside. Stay vigilant. We’ll get through… https://t.co/70dOHdgG0R"
ONGSEONGWU_PH,2854,2020-03-24 12:43:24,"#COVID2019 Reminders ✨

Drink lots of WATER 💦 (unlike Seongwu!) and eat healthy foods. Boost your immunity through… https://t.co/YwOqMAyCeN"
SharonMacks,1580,2020-03-24 12:43:22,"If you have watched this and loved it as @BoyGeorge clearly has, follow @Victoriaemes2 she’s the crazy one in the s… https://t.co/AGFPcGGNYW"
ONGSEONGWU_PH,2854,2020-03-24 12:43:20,"#COVID2019 Reminders ✨

Practice #SocialDistancing! Keep at least 1 meter distance when talking to someone.… https://t.co/XBfidZDxxb"
ONGSEONGWU_PH,2854,2020-03-24 12:43:16,"#COVID2019 Reminders ✨

Combat #FakeNewsMedia by not sharing from unverified accounts and suspicious articles. Foll… https://t.co/Wf24YNw4pW"
ONGSEONGWU_PH,2854,2020-03-24 12:43:13,"#COVID2019 Reminders ✨

Always be mindful of your personal hygiene. Take a bath when you’re from outside and always… https://t.co/Bvc083nGSE"
ONGSEONGWU_PH,2854,2020-03-24 12:43:09,"#COVID2019 Reminders ✨

#StayHome and help flatten the curve. Think of your family and loved ones. You might surviv… https://t.co/nvHPBPlCcA"
ONGSEONGWU_PH,2854,2020-03-24 12:43:05,"#COVID2019 Reminders ✨

You can wash your hands to the tune of #GRAVITY chorus (x2).

#ONGSEONGWU #옹성우 #LAYERS https://t.co/hWbquXcyF4"
RazorEd96053802,2,2020-03-24 12:43:01,"I think we all will live to say ""we survived that one!!"" #COVID2019 #covidindia #COVID #CoronavirusLockdown… https://t.co/jhpfU8ZznC"
PrivilegedVictm,2568,2020-03-24 12:42:57,"@ScottAdamsSays Dems think they found a new way to push their creepy agenda without legislation.  First, it was usi… https://t.co/CLIxCg3EGV"
bishnoi_teju,1246,2020-03-24 12:42:54,Just stay at home. Watch everything from distance. Stay safe. #COVID2019 https://t.co/g3OViWOIo3
RdvanYl24505354,2,2020-03-24 12:42:52,"#dezenfektan #COVID2019  maybe, we are within a movie https://t.co/vbVy37RS8j"
Wikiayiyaa,576,2020-03-24 12:42:50,"COVID-19 UPDATE-CHINA!
Hubei travl ban removd Wed excpt Wuhan the epicenter.
Wuhan ban easd Apr 8 &amp; ppl can trvl th… https://t.co/Po6vlkHsbF"
ItsRealSandeep,22,2020-03-24 12:42:48,"Even when the world is trying to find a cure for the dreaded coronavirus pandemic, a man from China's Yunnan provin… https://t.co/ihXufdfnbr"
guwahatiplus,18145,2020-03-24 12:42:45,"Wash your hands frequently to avoid the risk of Coronavirus! 

- In a bid to increase awareness on Social Distancin… https://t.co/vLsSuwyS14"
eCareEyeCentres,379,2020-03-24 12:42:45,Tomorrow chief executive of the @MacularSociety Cathy Yelf will be doing a Facebook live at 10am to answer some of… https://t.co/zV5au5A501
JeffBreece,32,2020-03-24 12:42:44,"If you have unopened nitrile or latex gloves, consider donating them to medical facilities. 

I have a friend in Po… https://t.co/TSulJvzQeX"
rreyjakku,10,2020-03-24 12:42:44,@AUThackeray @ril_foundation 100 bed 🛌 sponsored by world's richest! #ambaniputra #ambani #CoronavirusLockdown… https://t.co/twoaJUqlRd
prolucid,460,2020-03-24 12:42:42,"#Ransomware groups have promised not to attack #Healthcare organizations during the #COVID19 outbreak.

Do you beli… https://t.co/r5j6bV3kd1"
Paulgee_Burner,5807,2020-03-24 12:42:39,"Incase u hv anything concerning de #COVID2019 pls contact this emergency number
Pls share bcs we hv 52 cases now 😥😥 https://t.co/8jW6koeTdl"
TapioKantola,97,2020-03-24 12:42:37,"Important for people to buy time to adapt to #change.
Do #Quarantine carefully.

#Covid19 #CoronaVirus… https://t.co/LNnxgdwyGS"
VinodNa58116525,0,2020-03-24 12:42:34,"Stay At Home Save Live.

#Udaipur #LockdownNow #CoronavirusLockdown #StayAtHomeSaveLives #COVID2019 #Police #CoronaVirusUpdate"
aditinfinite,1183,2020-03-24 12:42:34,The real root of ignorance is not lack of info or resources. It is lack of humility &amp; willingness to accept informa… https://t.co/jQZzML4X0x
yourzumer,27,2020-03-24 12:42:34,"Man Dies From HantaVirus In China.
Man From Yunnan Province Died while on His Way Back To Shandong Province For Wor… https://t.co/q0UiofsjdM"
CatholicLGBTQ,216,2020-03-24 12:42:32,"#COVID2019 #MOOC https://t.co/nX0wvLweiD ""By Saturday evening, he was on a ventilator and in a ""very serious"" condi… https://t.co/A96XEr5YDj"
SquireCaroline,1027,2020-03-24 12:42:26,"The strength of @fany_prvc is that we can support a range of roles in both Civil and Military organisations, especi… https://t.co/pUvVM49rUI"
jvidyasagar,4236,2020-03-24 12:42:25,"#COVID2019 #coronaupdatesindia

@MoHFW_INDIA says 25 for #Telangana. State medical bulletin says 36. 

For Tamilnad… https://t.co/qfFfwCFTiG"
TribuneSportsPh,989,2020-03-24 12:42:21,BREAKING: Tokyo Summer Olympics gets postponed due to COVID-19 pandemic. Japanese Prime Minister Shinzo Abe and IOC… https://t.co/tmaWRLfXay
NonVoxPopuli,23,2020-03-24 12:42:20,@malabhargava Hail? Howling wind? Spreading or disbursing #COVID2019?
nicfrakesjourno,794,2020-03-24 12:42:18,#Oman is suspending national and international flights starting 29 March due to #COVID2019. #CoronaVirusUpdate #كورونا_عمان
cricketpakcompk,13235,2020-03-24 12:42:18,"Which cricketer are you quarantined with and what are you up to? 🤔

#CoronavirusLockdown #COVID2019… https://t.co/9dF4kzbhT6"
sarpsgh,5738,2020-03-24 12:42:17,"Let's be serious about this corona virus. Follow these procedures daily and stop the spread. 
#COVID2019 https://t.co/knCtW01DO7"
RanaSaud20,95,2020-03-24 12:42:16,"Not a single journalist ask revelent question to #COVID2019 shamefull,dont even have ethics of asking question #COVID19Pakistan"
OliviaDaniellex,44,2020-03-24 12:42:13,Social distancing but still turning up 🍸💃🏻 #COVID2019 #SocialDistancing https://t.co/yxBl0sKTHT
Farhankhan_786_,573,2020-03-24 12:42:12,"@ShayarImran Dear sir plz donate #COVID2019

Cc : @imVkohli @msdhoni @ImRaina @ImRo45 @imjadeja @imkuldeep18… https://t.co/IoP1495LGr"
Saket_Badola,3740,2020-03-24 12:42:10,"Can we all just die in shame !!
Landlords asking and even forcefully evicting healthcare professional from their re… https://t.co/j3hxYYzMuW"
Ashish_1905,6960,2020-03-24 12:42:06,"There is a far more dangerous virus thn #COVID2019
residing inside minds of such landlords tht no vaccination can e… https://t.co/U0EoCUwCZw"
khazinah_133,9,2020-03-24 12:42:05,In humanitarian crisis one needs to be selfless and take measures for the better good of humanity at large.… https://t.co/wkHd2aRsDG
RajeshS03202374,83,2020-03-24 12:42:04,@mlkhattar Thank you very much Sir 🙏. Good decision #COVID2019 crisis.
moneycontrolcom,763747,2020-03-24 12:42:00,"#MCPodcast | In this edition of Simply Save, @keerthana1110 talks to Moneycontrol's Personal Finance Editor… https://t.co/ulNIL0JPmD"
nadeemhakim2gm1,19,2020-03-24 12:42:00,Japan. Olympic chief agrees to to postpone Olympic games in the wake of coronavirus #COVID2019 https://t.co/DjhKn0O3bM
EngrSyedMuhamm3,0,2020-03-24 12:41:57,"Allah Pak Blessed Us... 
#COVID2019"
saabin15,1862,2020-03-24 12:41:55,"BREAKING: Japan and the IOC have agreed to postpone Tokyo 2020 Olympics 
#COVID2019"
Murrawat1,35,2020-03-24 12:41:55,Which is special friend of China for whom he is appealing for divine torment  #COVID2019 #CoronavirusLockdown https://t.co/lzMgzaqt7y
Farhankhan_786_,573,2020-03-24 12:41:53,"Dear sir plz donate #COVID2019

Cc : @imVkohli @msdhoni @ImRaina @ImRo45 @imjadeja @imkuldeep18 @hardikpandya7… https://t.co/agYhqp6pzD"
zaman_paracha,12,2020-03-24 12:41:50,The person was died and was tested from the virus (hantavirus) he was moving from yunnan province to shandong provi… https://t.co/vs0jJ98a1E
CRISPRGlobal,95,2020-03-24 12:41:49,Track the spread of coronavirus around the world https://t.co/CV0vfzITBH #covid2019
ksgroupindia,25,2020-03-24 12:41:44,It's a hard time for the world to fight against Corona. Let's stay back home. Together we can help to stop the spre… https://t.co/CkMkQE1YbP
Walton_Gardens,1688,2020-03-24 12:41:43,Please be advised that our adventure playground and Children's zoo are now closed to the public as per government i… https://t.co/LuRns5yvZy
sureshbenjamin,92,2020-03-24 12:41:43,I had a horrible experience #food #shopping at the #narahenpita #SriLanka polla today. Probably lots of got infecte… https://t.co/YwWUf6FUl2
khateebahmed777,27,2020-03-24 12:41:39,"Fuck Social Distancing 😒
#CoronavirusLockdown #COVIDIDIOTS #COVID19Pakistan #COVID2019 #StayHome #SocialDistanacing… https://t.co/51m9QdNEjz"
myrnamanners,718,2020-03-24 12:41:39,Tune in to @rosannascotto @fox5ny at 9:20 this morning to hear Dr. Jeff Borenstein @BBRFoundation talk about stayin… https://t.co/Eyty2MXQ7f
asianliveupdate,993,2020-03-24 12:41:37,Strict new curbs on life in the UK to tackle the spread of coronavirus have been announced by the prime minister.… https://t.co/cvkKhYBSlp
streetsavior,1406,2020-03-24 12:41:36,"Now buying of prepaid we just wash our hands and sanitize it at the ecg gate before entering eii🙄
#COVID2019… https://t.co/AV5zmccfSJ"
MilestoneRome,1893,2020-03-24 12:41:32,#EmptyRome due to the #coronavirus lockdown. Have you ever seen it like this? We miss life populating its streets s… https://t.co/EZMyadTmDP
V_KieMania,22,2020-03-24 12:41:29,"I always Say We Citizens Of this country Are 90% of Our Dear Country... Simple Rules , simple Instructions we Can't… https://t.co/kPE6QI7wGR"
Hassas__,74,2020-03-24 12:41:26,Those who speak their heart often speak whats true. #COVID2019 https://t.co/Hx4F3KaBxv
